quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-011026,PRD-RUN-005682,JOB-01419,PRD-005,MCH-014,OPR-006,2024-05-09,Material Defect,Minor,Use As-Is,0.0,Machine Calibration,True
QE-011027,PRD-RUN-005683,JOB-01419,PRD-005,MCH-017,OPR-006,2024-05-10,Assembly Error,Minor,Rework,111.81,Machine Calibration,True
QE-011028,PRD-RUN-005683,JOB-01419,PRD-005,MCH-017,OPR-006,2024-05-10,Dimensional Out-of-Spec,Minor,Scrap,44.9,Material Variation,True
QE-011029,PRD-RUN-005683,JOB-01419,PRD-005,MCH-017,OPR-006,2024-05-10,Alignment Error,Major,Scrap,43.97,Machine Calibration,False
QE-011030,PRD-RUN-005684,JOB-01420,PRD-008,MCH-003,OPR-001,2024-08-19,Contamination,Minor,Scrap,9.48,Environmental,False
QE-011031,PRD-RUN-005685,JOB-01420,PRD-008,MCH-008,OPR-006,2024-08-19,Dimensional Out-of-Spec,Critical,Use As-Is,0.0,Environmental,True
QE-011032,PRD-RUN-005686,JOB-01420,PRD-008,MCH-015,OPR-013,2024-08-19,Alignment Error,Critical,Scrap,10.1,Environmental,True
QE-011033,PRD-RUN-005687,JOB-01420,PRD-008,MCH-017,OPR-010,2024-08-20,Alignment Error,Major,Use As-Is,0.0,Operator Error,True
QE-011034,PRD-RUN-005692,JOB-01422,PRD-007,MCH-001,OPR-006,2025-06-13,Alignment Error,Major,Use As-Is,0.0,Environmental,False
QE-011035,PRD-RUN-005692,JOB-01422,PRD-007,MCH-001,OPR-006,2025-06-13,Tool Wear Damage,Minor,Rework,86.98,Tool Wear,True
QE-011036,PRD-RUN-005692,JOB-01422,PRD-007,MCH-001,OPR-006,2025-06-13,Surface Finish Defect,Critical,Use As-Is,0.0,Machine Calibration,True
QE-011037,PRD-RUN-005693,JOB-01422,PRD-007,MCH-008,OPR-008,2025-06-13,Tool Wear Damage,Major,Rework,19.65,Material Variation,True
QE-011038,PRD-RUN-005693,JOB-01422,PRD-007,MCH-008,OPR-008,2025-06-13,Surface Finish Defect,Minor,Rework,59.54,Material Variation,True
QE-011039,PRD-RUN-005695,JOB-01422,PRD-007,MCH-012,OPR-006,2025-06-14,Contamination,Major,Scrap,71.11,Tool Wear,True
QE-011040,PRD-RUN-005695,JOB-01422,PRD-007,MCH-012,OPR-006,2025-06-14,Material Defect,Critical,Scrap,63.3,Process Drift,True
QE-011041,PRD-RUN-005695,JOB-01422,PRD-007,MCH-012,OPR-006,2025-06-14,Assembly Error,Minor,Rework,35.1,Material Variation,False
QE-011042,PRD-RUN-005696,JOB-01422,PRD-007,MCH-017,OPR-001,2025-06-15,Alignment Error,Major,Scrap,51.4,Machine Calibration,False
QE-011043,PRD-RUN-005696,JOB-01422,PRD-007,MCH-017,OPR-001,2025-06-15,Tool Wear Damage,Major,Scrap,52.62,Environmental,True
QE-011044,PRD-RUN-005696,JOB-01422,PRD-007,MCH-017,OPR-001,2025-06-15,Material Defect,Minor,Rework,117.72,Material Variation,True
QE-011045,PRD-RUN-005697,JOB-01423,PRD-001,MCH-004,OPR-013,2024-04-10,Tool Wear Damage,Minor,Rework,114.93,Machine Calibration,False
QE-011046,PRD-RUN-005697,JOB-01423,PRD-001,MCH-004,OPR-013,2024-04-10,Surface Finish Defect,Minor,Use As-Is,0.0,Machine Calibration,True
QE-011047,PRD-RUN-005698,JOB-01423,PRD-001,MCH-008,OPR-015,2024-04-10,Contamination,Major,Rework,23.09,Material Variation,False
QE-011048,PRD-RUN-005698,JOB-01423,PRD-001,MCH-008,OPR-015,2024-04-10,Surface Finish Defect,Minor,Rework,42.84,Process Drift,False
QE-011049,PRD-RUN-005699,JOB-01423,PRD-001,MCH-011,OPR-005,2024-04-10,Crack/Fracture,Minor,Rework,22.67,Machine Calibration,False
QE-011050,PRD-RUN-005700,JOB-01423,PRD-001,MCH-018,OPR-013,2024-04-11,Alignment Error,Minor,Rework,35.4,Process Drift,False
QE-011051,PRD-RUN-005701,JOB-01424,PRD-006,MCH-005,OPR-009,2025-02-27,Tool Wear Damage,Major,Scrap,13.04,Operator Error,False
QE-011052,PRD-RUN-005701,JOB-01424,PRD-006,MCH-005,OPR-009,2025-02-27,Crack/Fracture,Major,Rework,78.05,Tool Wear,True
QE-011053,PRD-RUN-005701,JOB-01424,PRD-006,MCH-005,OPR-009,2025-02-27,Assembly Error,Minor,Rework,100.27,Tool Wear,True
QE-011054,PRD-RUN-005702,JOB-01424,PRD-006,MCH-009,OPR-002,2025-02-27,Crack/Fracture,Major,Scrap,9.78,Operator Error,False
QE-011055,PRD-RUN-005702,JOB-01424,PRD-006,MCH-009,OPR-002,2025-02-27,Assembly Error,Minor,Rework,44.52,Environmental,False
QE-011056,PRD-RUN-005702,JOB-01424,PRD-006,MCH-009,OPR-002,2025-02-27,Surface Finish Defect,Minor,Rework,79.04,Machine Calibration,True
QE-011057,PRD-RUN-005703,JOB-01424,PRD-006,MCH-012,OPR-014,2025-02-28,Crack/Fracture,Minor,Rework,63.25,Operator Error,False
QE-011058,PRD-RUN-005703,JOB-01424,PRD-006,MCH-012,OPR-014,2025-02-28,Contamination,Major,Rework,47.36,Process Drift,True
QE-011059,PRD-RUN-005703,JOB-01424,PRD-006,MCH-012,OPR-014,2025-02-28,Dimensional Out-of-Spec,Major,Scrap,10.6,Tool Wear,True
QE-011060,PRD-RUN-005704,JOB-01424,PRD-006,MCH-017,OPR-006,2025-02-28,Alignment Error,Major,Scrap,15.38,Operator Error,True
QE-011061,PRD-RUN-005704,JOB-01424,PRD-006,MCH-017,OPR-006,2025-02-28,Crack/Fracture,Minor,Use As-Is,0.0,Material Variation,True
QE-011062,PRD-RUN-005704,JOB-01424,PRD-006,MCH-017,OPR-006,2025-02-28,Assembly Error,Minor,Scrap,11.11,Tool Wear,False
QE-011063,PRD-RUN-005705,JOB-01425,PRD-005,MCH-001,OPR-016,2024-10-23,Assembly Error,Critical,Scrap,46.32,Material Variation,True
QE-011064,PRD-RUN-005706,JOB-01425,PRD-005,MCH-009,OPR-002,2024-10-23,Surface Finish Defect,Minor,Rework,111.25,Tool Wear,True
QE-011065,PRD-RUN-005707,JOB-01425,PRD-005,MCH-013,OPR-008,2024-10-23,Alignment Error,Critical,Scrap,33.43,Tool Wear,True
QE-011066,PRD-RUN-005708,JOB-01425,PRD-005,MCH-017,OPR-002,2024-10-23,Surface Finish Defect,Minor,Rework,90.79,Operator Error,True
QE-011067,PRD-RUN-005709,JOB-01426,PRD-006,MCH-007,OPR-003,2024-03-19,Crack/Fracture,Major,Rework,99.09,Process Drift,False
QE-011068,PRD-RUN-005710,JOB-01426,PRD-006,MCH-010,OPR-008,2024-03-19,Assembly Error,Major,Scrap,14.7,Environmental,False
QE-011069,PRD-RUN-005711,JOB-01426,PRD-006,MCH-011,OPR-012,2024-03-19,Tool Wear Damage,Major,Rework,49.18,Material Variation,False
QE-011070,PRD-RUN-005711,JOB-01426,PRD-006,MCH-011,OPR-012,2024-03-19,Surface Finish Defect,Major,Rework,40.19,Process Drift,True
QE-011071,PRD-RUN-005712,JOB-01426,PRD-006,MCH-017,OPR-006,2024-03-20,Alignment Error,Minor,Use As-Is,0.0,Material Variation,False
QE-011072,PRD-RUN-005712,JOB-01426,PRD-006,MCH-017,OPR-006,2024-03-20,Crack/Fracture,Minor,Rework,97.65,Tool Wear,True
QE-011073,PRD-RUN-005713,JOB-01427,PRD-001,MCH-002,OPR-006,2025-06-06,Dimensional Out-of-Spec,Minor,Rework,49.22,Machine Calibration,True
QE-011074,PRD-RUN-005713,JOB-01427,PRD-001,MCH-002,OPR-006,2025-06-06,Dimensional Out-of-Spec,Critical,Rework,99.63,Process Drift,False
QE-011075,PRD-RUN-005713,JOB-01427,PRD-001,MCH-002,OPR-006,2025-06-06,Material Defect,Major,Scrap,41.42,Environmental,False
QE-011076,PRD-RUN-005714,JOB-01427,PRD-001,MCH-009,OPR-015,2025-06-07,Dimensional Out-of-Spec,Minor,Rework,106.36,Operator Error,False
QE-011077,PRD-RUN-005714,JOB-01427,PRD-001,MCH-009,OPR-015,2025-06-07,Crack/Fracture,Major,Rework,100.76,Material Variation,True
QE-011078,PRD-RUN-005714,JOB-01427,PRD-001,MCH-009,OPR-015,2025-06-07,Tool Wear Damage,Minor,Rework,109.54,Operator Error,False
QE-011079,PRD-RUN-005715,JOB-01427,PRD-001,MCH-011,OPR-003,2025-06-07,Dimensional Out-of-Spec,Minor,Rework,112.64,Material Variation,True
QE-011080,PRD-RUN-005716,JOB-01427,PRD-001,MCH-017,OPR-013,2025-06-08,Tool Wear Damage,Major,Scrap,33.61,Process Drift,False
QE-011081,PRD-RUN-005716,JOB-01427,PRD-001,MCH-017,OPR-013,2025-06-08,Assembly Error,Minor,Rework,45.59,Tool Wear,False
QE-011082,PRD-RUN-005717,JOB-01428,PRD-001,MCH-001,OPR-002,2024-09-06,Assembly Error,Major,Use As-Is,0.0,Material Variation,False
QE-011083,PRD-RUN-005717,JOB-01428,PRD-001,MCH-001,OPR-002,2024-09-06,Material Defect,Minor,Use As-Is,0.0,Material Variation,False
QE-011084,PRD-RUN-005718,JOB-01428,PRD-001,MCH-009,OPR-001,2024-09-06,Assembly Error,Minor,Rework,34.86,Process Drift,False
QE-011085,PRD-RUN-005718,JOB-01428,PRD-001,MCH-009,OPR-001,2024-09-06,Surface Finish Defect,Minor,Rework,56.06,Environmental,True
QE-011086,PRD-RUN-005719,JOB-01428,PRD-001,MCH-011,OPR-015,2024-09-06,Tool Wear Damage,Minor,Rework,41.59,Operator Error,False
QE-011087,PRD-RUN-005719,JOB-01428,PRD-001,MCH-011,OPR-015,2024-09-06,Crack/Fracture,Minor,Use As-Is,0.0,Machine Calibration,True
QE-011088,PRD-RUN-005720,JOB-01428,PRD-001,MCH-018,OPR-002,2024-09-07,Crack/Fracture,Minor,Rework,103.42,Machine Calibration,True
QE-011089,PRD-RUN-005720,JOB-01428,PRD-001,MCH-018,OPR-002,2024-09-07,Crack/Fracture,Minor,Use As-Is,0.0,Process Drift,True
QE-011090,PRD-RUN-005721,JOB-01429,PRD-004,MCH-006,OPR-013,2025-04-23,Surface Finish Defect,Critical,Scrap,25.78,Process Drift,True
QE-011091,PRD-RUN-005722,JOB-01429,PRD-004,MCH-012,OPR-013,2025-04-23,Alignment Error,Major,Rework,61.49,Operator Error,False
QE-011092,PRD-RUN-005723,JOB-01429,PRD-004,MCH-017,OPR-014,2025-04-23,Dimensional Out-of-Spec,Minor,Rework,99.91,Tool Wear,True
QE-011093,PRD-RUN-005724,JOB-01430,PRD-002,MCH-005,OPR-016,2024-10-25,Contamination,Critical,Rework,82.3,Environmental,False
QE-011094,PRD-RUN-005724,JOB-01430,PRD-002,MCH-005,OPR-016,2024-10-25,Dimensional Out-of-Spec,Minor,Rework,75.32,Machine Calibration,False
QE-011095,PRD-RUN-005725,JOB-01430,PRD-002,MCH-012,OPR-005,2024-10-25,Alignment Error,Minor,Rework,100.15,Process Drift,False
QE-011096,PRD-RUN-005725,JOB-01430,PRD-002,MCH-012,OPR-005,2024-10-25,Material Defect,Minor,Rework,99.54,Operator Error,False
QE-011097,PRD-RUN-005726,JOB-01430,PRD-002,MCH-016,OPR-010,2024-10-25,Contamination,Major,Rework,98.96,Operator Error,False
QE-011098,PRD-RUN-005726,JOB-01430,PRD-002,MCH-016,OPR-010,2024-10-25,Alignment Error,Minor,Rework,72.28,Material Variation,True
QE-011099,PRD-RUN-005727,JOB-01430,PRD-002,MCH-017,OPR-012,2024-10-26,Contamination,Minor,Rework,48.67,Machine Calibration,True
QE-011100,PRD-RUN-005727,JOB-01430,PRD-002,MCH-017,OPR-012,2024-10-26,Assembly Error,Major,Scrap,43.5,Process Drift,True
QE-011101,PRD-RUN-005728,JOB-01431,PRD-006,MCH-005,OPR-001,2025-01-16,Surface Finish Defect,Major,Rework,86.51,Operator Error,True
QE-011102,PRD-RUN-005728,JOB-01431,PRD-006,MCH-005,OPR-001,2025-01-16,Dimensional Out-of-Spec,Minor,Rework,110.58,Tool Wear,True
QE-011103,PRD-RUN-005729,JOB-01431,PRD-006,MCH-010,OPR-011,2025-01-16,Dimensional Out-of-Spec,Major,Scrap,15.5,Material Variation,True
QE-011104,PRD-RUN-005729,JOB-01431,PRD-006,MCH-010,OPR-011,2025-01-16,Crack/Fracture,Minor,Rework,98.06,Operator Error,False
QE-011105,PRD-RUN-005730,JOB-01431,PRD-006,MCH-011,OPR-015,2025-01-16,Tool Wear Damage,Minor,Rework,45.66,Environmental,True
QE-011106,PRD-RUN-005730,JOB-01431,PRD-006,MCH-011,OPR-015,2025-01-16,Crack/Fracture,Minor,Rework,61.02,Operator Error,True
QE-011107,PRD-RUN-005731,JOB-01431,PRD-006,MCH-017,OPR-007,2025-01-17,Crack/Fracture,Minor,Use As-Is,0.0,Operator Error,True
QE-011108,PRD-RUN-005731,JOB-01431,PRD-006,MCH-017,OPR-007,2025-01-17,Assembly Error,Minor,Rework,93.42,Process Drift,True
QE-011109,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Assembly Error,Minor,Rework,106.44,Environmental,False
QE-011110,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Material Defect,Minor,Rework,68.78,Environmental,False
QE-011111,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Alignment Error,Minor,Use As-Is,0.0,Process Drift,False
QE-011112,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Crack/Fracture,Major,Scrap,28.0,Process Drift,False
QE-011113,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Contamination,Minor,Use As-Is,0.0,Tool Wear,False
QE-011114,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Surface Finish Defect,Critical,Rework,108.0,Environmental,False
QE-011115,PRD-RUN-005732,JOB-01432,PRD-005,MCH-003,OPR-014,2025-06-17,Crack/Fracture,Minor,Rework,25.21,Material Variation,False
QE-011116,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Surface Finish Defect,Critical,Rework,70.62,Tool Wear,False
QE-011117,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Material Defect,Major,Rework,65.32,Process Drift,False
QE-011118,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Tool Wear Damage,Major,Scrap,53.96,Process Drift,False
QE-011119,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Surface Finish Defect,Major,Rework,28.1,Machine Calibration,True
QE-011120,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Crack/Fracture,Major,Rework,84.74,Machine Calibration,True
QE-011121,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Dimensional Out-of-Spec,Critical,Scrap,36.05,Tool Wear,False
QE-011122,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Tool Wear Damage,Minor,Rework,60.57,Material Variation,True
QE-011123,PRD-RUN-005733,JOB-01432,PRD-005,MCH-008,OPR-015,2025-06-18,Surface Finish Defect,Minor,Rework,58.73,Operator Error,False
QE-011124,PRD-RUN-005734,JOB-01432,PRD-005,MCH-016,OPR-005,2025-06-19,Alignment Error,Major,Scrap,37.08,Machine Calibration,False
QE-011125,PRD-RUN-005734,JOB-01432,PRD-005,MCH-016,OPR-005,2025-06-19,Contamination,Minor,Rework,107.41,Machine Calibration,False
QE-011126,PRD-RUN-005734,JOB-01432,PRD-005,MCH-016,OPR-005,2025-06-19,Dimensional Out-of-Spec,Critical,Scrap,47.34,Process Drift,False
QE-011127,PRD-RUN-005734,JOB-01432,PRD-005,MCH-016,OPR-005,2025-06-19,Alignment Error,Minor,Use As-Is,0.0,Tool Wear,False
QE-011128,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Surface Finish Defect,Minor,Rework,109.39,Material Variation,False
QE-011129,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Dimensional Out-of-Spec,Major,Rework,99.95,Operator Error,True
QE-011130,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Surface Finish Defect,Major,Rework,58.76,Machine Calibration,False
QE-011131,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Assembly Error,Minor,Use As-Is,0.0,Machine Calibration,True
QE-011132,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Alignment Error,Major,Rework,21.47,Process Drift,True
QE-011133,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Alignment Error,Minor,Rework,46.38,Process Drift,True
QE-011134,PRD-RUN-005735,JOB-01432,PRD-005,MCH-017,OPR-004,2025-06-21,Surface Finish Defect,Major,Use As-Is,0.0,Environmental,True
QE-011135,PRD-RUN-005736,JOB-01433,PRD-008,MCH-002,OPR-007,2024-06-24,Tool Wear Damage,Minor,Rework,51.3,Machine Calibration,True
QE-011136,PRD-RUN-005737,JOB-01433,PRD-008,MCH-009,OPR-004,2024-06-24,Dimensional Out-of-Spec,Major,Rework,25.7,Operator Error,True
QE-011137,PRD-RUN-005738,JOB-01433,PRD-008,MCH-013,OPR-009,2024-06-24,Crack/Fracture,Major,Scrap,6.92,Tool Wear,True
QE-011138,PRD-RUN-005739,JOB-01433,PRD-008,MCH-018,OPR-003,2024-06-24,Assembly Error,Minor,Use As-Is,0.0,Environmental,False
QE-011139,PRD-RUN-005740,JOB-01434,PRD-005,MCH-004,OPR-010,2025-06-10,Crack/Fracture,Major,Scrap,28.13,Machine Calibration,True
QE-011140,PRD-RUN-005741,JOB-01434,PRD-005,MCH-008,OPR-007,2025-06-10,Material Defect,Major,Rework,61.06,Environmental,True
QE-011141,PRD-RUN-005742,JOB-01434,PRD-005,MCH-013,OPR-013,2025-06-10,Contamination,Major,Rework,32.82,Process Drift,False
QE-011142,PRD-RUN-005743,JOB-01434,PRD-005,MCH-018,OPR-009,2025-06-10,Alignment Error,Minor,Rework,43.5,Tool Wear,False
QE-011143,PRD-RUN-005744,JOB-01435,PRD-004,MCH-006,OPR-004,2025-10-16,Tool Wear Damage,Major,Scrap,20.73,Material Variation,False
QE-011144,PRD-RUN-005744,JOB-01435,PRD-004,MCH-006,OPR-004,2025-10-16,Material Defect,Critical,Rework,32.23,Material Variation,True
QE-011145,PRD-RUN-005745,JOB-01435,PRD-004,MCH-011,OPR-015,2025-10-16,Alignment Error,Major,Rework,21.87,Process Drift,True
QE-011146,PRD-RUN-005745,JOB-01435,PRD-004,MCH-011,OPR-015,2025-10-16,Material Defect,Minor,Rework,95.41,Operator Error,False
QE-011147,PRD-RUN-005745,JOB-01435,PRD-004,MCH-011,OPR-015,2025-10-16,Crack/Fracture,Minor,Rework,107.97,Material Variation,True
QE-011148,PRD-RUN-005746,JOB-01435,PRD-004,MCH-017,OPR-015,2025-10-17,Surface Finish Defect,Minor,Rework,50.45,Operator Error,False
QE-011149,PRD-RUN-005746,JOB-01435,PRD-004,MCH-017,OPR-015,2025-10-17,Contamination,Major,Rework,63.57,Process Drift,False
QE-011150,PRD-RUN-005746,JOB-01435,PRD-004,MCH-017,OPR-015,2025-10-17,Tool Wear Damage,Minor,Use As-Is,0.0,Operator Error,True
QE-011151,PRD-RUN-005747,JOB-01436,PRD-002,MCH-006,OPR-013,2024-09-12,Alignment Error,Minor,Rework,45.26,Process Drift,True
QE-011152,PRD-RUN-005748,JOB-01436,PRD-002,MCH-012,OPR-016,2024-09-12,Dimensional Out-of-Spec,Major,Rework,63.51,Environmental,False
QE-011153,PRD-RUN-005748,JOB-01436,PRD-002,MCH-012,OPR-016,2024-09-12,Assembly Error,Minor,Rework,24.34,Process Drift,False
QE-011154,PRD-RUN-005749,JOB-01436,PRD-002,MCH-016,OPR-002,2024-09-12,Contamination,Major,Rework,63.25,Operator Error,False
QE-011155,PRD-RUN-005749,JOB-01436,PRD-002,MCH-016,OPR-002,2024-09-12,Tool Wear Damage,Minor,Rework,63.45,Environmental,True
QE-011156,PRD-RUN-005750,JOB-01436,PRD-002,MCH-018,OPR-007,2024-09-13,Alignment Error,Major,Rework,47.24,Environmental,False
QE-011157,PRD-RUN-005751,JOB-01437,PRD-002,MCH-006,OPR-010,2025-01-29,Assembly Error,Critical,Scrap,57.91,Process Drift,False
QE-011158,PRD-RUN-005751,JOB-01437,PRD-002,MCH-006,OPR-010,2025-01-29,Alignment Error,Minor,Rework,59.11,Tool Wear,True
QE-011159,PRD-RUN-005752,JOB-01437,PRD-002,MCH-011,OPR-002,2025-01-29,Tool Wear Damage,Minor,Rework,30.58,Tool Wear,False
QE-011160,PRD-RUN-005752,JOB-01437,PRD-002,MCH-011,OPR-002,2025-01-29,Dimensional Out-of-Spec,Minor,Rework,93.81,Material Variation,True
QE-011161,PRD-RUN-005753,JOB-01437,PRD-002,MCH-015,OPR-014,2025-01-29,Material Defect,Minor,Use As-Is,0.0,Material Variation,True
QE-011162,PRD-RUN-005753,JOB-01437,PRD-002,MCH-015,OPR-014,2025-01-29,Surface Finish Defect,Minor,Scrap,35.54,Machine Calibration,True
QE-011163,PRD-RUN-005754,JOB-01437,PRD-002,MCH-017,OPR-016,2025-01-30,Assembly Error,Major,Scrap,33.65,Tool Wear,True
QE-011164,PRD-RUN-005754,JOB-01437,PRD-002,MCH-017,OPR-016,2025-01-30,Contamination,Minor,Use As-Is,0.0,Environmental,False
QE-011165,PRD-RUN-005755,JOB-01438,PRD-003,MCH-003,OPR-011,2024-10-18,Material Defect,Major,Use As-Is,0.0,Environmental,False
QE-011166,PRD-RUN-005756,JOB-01438,PRD-003,MCH-008,OPR-015,2024-10-18,Assembly Error,Minor,Use As-Is,0.0,Environmental,True
QE-011167,PRD-RUN-005757,JOB-01438,PRD-003,MCH-005,OPR-003,2024-10-18,Contamination,Major,Scrap,26.01,Tool Wear,True
QE-011168,PRD-RUN-005758,JOB-01438,PRD-003,MCH-018,OPR-007,2024-10-18,Alignment Error,Minor,Use As-Is,0.0,Operator Error,False
QE-011169,PRD-RUN-005759,JOB-01439,PRD-005,MCH-002,OPR-010,2024-07-08,Crack/Fracture,Minor,Rework,98.72,Environmental,False
QE-011170,PRD-RUN-005760,JOB-01439,PRD-005,MCH-010,OPR-006,2024-07-08,Surface Finish Defect,Minor,Rework,114.89,Environmental,True
QE-011171,PRD-RUN-005761,JOB-01439,PRD-005,MCH-013,OPR-006,2024-07-08,Alignment Error,Minor,Rework,84.09,Machine Calibration,True
QE-011172,PRD-RUN-005762,JOB-01439,PRD-005,MCH-018,OPR-008,2024-07-08,Assembly Error,Major,Rework,108.98,Environmental,False
QE-011173,PRD-RUN-005763,JOB-01440,PRD-006,MCH-006,OPR-010,2024-01-30,Surface Finish Defect,Minor,Rework,74.71,Material Variation,True
QE-011174,PRD-RUN-005763,JOB-01440,PRD-006,MCH-006,OPR-010,2024-01-30,Dimensional Out-of-Spec,Major,Scrap,10.71,Operator Error,False
QE-011175,PRD-RUN-005764,JOB-01440,PRD-006,MCH-009,OPR-009,2024-01-30,Alignment Error,Minor,Rework,74.33,Operator Error,False
QE-011176,PRD-RUN-005764,JOB-01440,PRD-006,MCH-009,OPR-009,2024-01-30,Assembly Error,Minor,Scrap,15.63,Material Variation,True
QE-011177,PRD-RUN-005765,JOB-01440,PRD-006,MCH-011,OPR-016,2024-01-30,Dimensional Out-of-Spec,Critical,Rework,22.86,Machine Calibration,False
QE-011178,PRD-RUN-005765,JOB-01440,PRD-006,MCH-011,OPR-016,2024-01-30,Assembly Error,Major,Scrap,12.78,Environmental,True
QE-011179,PRD-RUN-005766,JOB-01440,PRD-006,MCH-017,OPR-008,2024-01-31,Tool Wear Damage,Critical,Scrap,9.76,Machine Calibration,False
QE-011180,PRD-RUN-005766,JOB-01440,PRD-006,MCH-017,OPR-008,2024-01-31,Surface Finish Defect,Major,Rework,56.65,Material Variation,True
QE-011181,PRD-RUN-005767,JOB-01441,PRD-004,MCH-006,OPR-012,2024-11-27,Crack/Fracture,Major,Rework,74.08,Process Drift,False
QE-011182,PRD-RUN-005768,JOB-01441,PRD-004,MCH-012,OPR-011,2024-11-27,Assembly Error,Major,Scrap,24.05,Process Drift,True
QE-011183,PRD-RUN-005769,JOB-01441,PRD-004,MCH-017,OPR-013,2024-11-27,Contamination,Major,Scrap,18.98,Material Variation,False
QE-011184,PRD-RUN-005770,JOB-01442,PRD-007,MCH-003,OPR-015,2025-04-11,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Environmental,True
QE-011185,PRD-RUN-005771,JOB-01442,PRD-007,MCH-010,OPR-001,2025-04-11,Material Defect,Minor,Rework,27.84,Material Variation,False
QE-011186,PRD-RUN-005772,JOB-01442,PRD-007,MCH-008,OPR-012,2025-04-11,Alignment Error,Major,Rework,66.98,Process Drift,False
QE-011187,PRD-RUN-005773,JOB-01442,PRD-007,MCH-012,OPR-012,2025-04-11,Contamination,Major,Rework,28.57,Material Variation,True
QE-011188,PRD-RUN-005774,JOB-01442,PRD-007,MCH-017,OPR-013,2025-04-11,Dimensional Out-of-Spec,Minor,Rework,25.16,Process Drift,True
QE-011189,PRD-RUN-005775,JOB-01443,PRD-008,MCH-002,OPR-014,2024-07-08,Material Defect,Minor,Rework,91.91,Process Drift,False
QE-011190,PRD-RUN-005775,JOB-01443,PRD-008,MCH-002,OPR-014,2024-07-08,Assembly Error,Major,Scrap,9.65,Operator Error,True
QE-011191,PRD-RUN-005776,JOB-01443,PRD-008,MCH-010,OPR-002,2024-07-08,Crack/Fracture,Major,Scrap,9.18,Environmental,True
QE-011192,PRD-RUN-005776,JOB-01443,PRD-008,MCH-010,OPR-002,2024-07-08,Crack/Fracture,Minor,Use As-Is,0.0,Environmental,True
QE-011193,PRD-RUN-005777,JOB-01443,PRD-008,MCH-015,OPR-015,2024-07-08,Material Defect,Critical,Rework,32.61,Process Drift,False
QE-011194,PRD-RUN-005777,JOB-01443,PRD-008,MCH-015,OPR-015,2024-07-08,Assembly Error,Major,Scrap,11.52,Environmental,True
QE-011195,PRD-RUN-005778,JOB-01443,PRD-008,MCH-017,OPR-007,2024-07-09,Alignment Error,Minor,Use As-Is,0.0,Operator Error,False
QE-011196,PRD-RUN-005779,JOB-01444,PRD-003,MCH-004,OPR-009,2024-11-20,Assembly Error,Minor,Rework,105.34,Environmental,False
QE-011197,PRD-RUN-005779,JOB-01444,PRD-003,MCH-004,OPR-009,2024-11-20,Material Defect,Minor,Use As-Is,0.0,Operator Error,True
QE-011198,PRD-RUN-005780,JOB-01444,PRD-003,MCH-008,OPR-001,2024-11-20,Alignment Error,Critical,Use As-Is,0.0,Tool Wear,False
QE-011199,PRD-RUN-005780,JOB-01444,PRD-003,MCH-008,OPR-001,2024-11-20,Dimensional Out-of-Spec,Critical,Scrap,35.01,Material Variation,False
QE-011200,PRD-RUN-005781,JOB-01444,PRD-003,MCH-005,OPR-011,2024-11-20,Tool Wear Damage,Major,Scrap,20.24,Tool Wear,True
QE-011201,PRD-RUN-005781,JOB-01444,PRD-003,MCH-005,OPR-011,2024-11-20,Crack/Fracture,Major,Rework,22.59,Process Drift,False
